NU_IDENTIFICADOR;Regiao;UF;Município;Porte_pop2010;q14_1;nu_trabalhadores
32006037801;Região Sudeste;ES;Aracruz;Médio;87;10
32006038266;Região Sudeste;ES;Aracruz;Médio;21;9
32007006129;Região Sudeste;ES;Atilio Vivacqua;Pequeno I;87;13
32008006333;Região Sudeste;ES;Baixo Guandu;Pequeno II;133;7
32009020649;Região Sudeste;ES;Barra de São Francisco;Pequeno II;324;16
32010034165;Região Sudeste;ES;Boa Esperança;Pequeno I;448;10
32011000830;Região Sudeste;ES;Bom Jesus do Norte;Pequeno I; ;6
32011506350;Região Sudeste;ES;Brejetuba;Pequeno I;90;7
32012002253;Região Sudeste;ES;Cachoeiro de Itapemirim;Grande;39;15
32012002256;Região Sudeste;ES;Cachoeiro de Itapemirim;Grande;84;12
32012002263;Região Sudeste;ES;Cachoeiro de Itapemirim;Grande;140;12
32012030265;Região Sudeste;ES;Cachoeiro de Itapemirim;Grande;53;9
32012038224;Região Sudeste;ES;Cachoeiro de Itapemirim;Grande;75;13
32013002399;Região Sudeste;ES;Cariacica;Grande;75;18
32013002405;Região Sudeste;ES;Cariacica;Grande;121;23
32013002406;Região Sudeste;ES;Cariacica;Grande;115;18
32013002407;Região Sudeste;ES;Cariacica;Grande;163;18
32013004777;Região Sudeste;ES;Cariacica;Grande;185;15
32013033383;Região Sudeste;ES;Cariacica;Grande;62;17
32013035679;Região Sudeste;ES;Cariacica;Grande;54;18
32013036387;Região Sudeste;ES;Cariacica;Grande;101;16
32014000894;Região Sudeste;ES;Castelo;Pequeno II;316;4
32015003406;Região Sudeste;ES;Colatina;Grande;458;18
32015006496;Região Sudeste;ES;Colatina;Grande;10;15
32015011985;Região Sudeste;ES;Colatina;Grande;25;14
32015011987;Região Sudeste;ES;Colatina;Grande;136;15
32015036243;Região Sudeste;ES;Colatina;Grande;123;12
32015038011;Região Sudeste;ES;Colatina;Grande;49;9
32016000811;Região Sudeste;ES;Conceição da Barra;Pequeno II;305;10
32016006517;Região Sudeste;ES;Conceição da Barra;Pequeno II; ;10
32016036949;Região Sudeste;ES;Conceição da Barra;Pequeno II;880;11
32017002770;Região Sudeste;ES;Conceição do Castelo;Pequeno I;47;8
32018006296;Região Sudeste;ES;Divino de São Lourenço;Pequeno I;27;8
32019002717;Região Sudeste;ES;Domingos Martins;Pequeno II;172;22
32020004111;Região Sudeste;ES;Dores do Rio Preto;Pequeno I;90;9
32021002142;Região Sudeste;ES;Ecoporanga;Pequeno II;25;8
32022002767;Região Sudeste;ES;Fundão;Pequeno I;457;4
32022532807;Região Sudeste;ES;Governador Lindenberg;Pequeno I;138;5
32023001222;Região Sudeste;ES;Guaçuí;Pequeno II;228;15
32024003555;Região Sudeste;ES;Guarapari;Grande;1463;8
32024003562;Região Sudeste;ES;Guarapari;Grande;1122;7
32024003571;Região Sudeste;ES;Guarapari;Grande;1053;8
32024515313;Região Sudeste;ES;Ibatiba;Pequeno II;149;12
32025020347;Região Sudeste;ES;Ibiraçu;Pequeno I;64;7
32025500072;Região Sudeste;ES;Ibitirama;Pequeno I;15;13
32026000082;Região Sudeste;ES;Iconha;Pequeno I;8;12
32026503423;Região Sudeste;ES;Irupi;Pequeno I;189;13
32027003503;Região Sudeste;ES;Itaguaçu;Pequeno I;258;19
32028003341;Região Sudeste;ES;Itapemirim;Pequeno II; ;14
32028037793;Região Sudeste;ES;Itapemirim;Pequeno II; ;9
32029003433;Região Sudeste;ES;Itarana;Pequeno I;67;20
32030003444;Região Sudeste;ES;Iúna;Pequeno II;49;28
32030500799;Região Sudeste;ES;Jaguaré;Pequeno II;486;29
32031032127;Região Sudeste;ES;Jerônimo Monteiro;Pequeno I;137;10
32031302708;Região Sudeste;ES;João Neiva;Pequeno I; ;2
32031603653;Região Sudeste;ES;Laranja da Terra;Pequeno I;2;20
32032002578;Região Sudeste;ES;Linhares;Grande;99;34
32032002619;Região Sudeste;ES;Linhares;Grande;201;34
32032002622;Região Sudeste;ES;Linhares;Grande;119;22
32032002713;Região Sudeste;ES;Linhares;Grande;441;26
32032015251;Região Sudeste;ES;Linhares;Grande;374;18
32032034385;Região Sudeste;ES;Linhares;Grande;70;23
32032037663;Região Sudeste;ES;Linhares;Grande;70;20
32033003435;Região Sudeste;ES;Mantenópolis;Pequeno I;540;6
32033215454;Região Sudeste;ES;Marataízes;Pequeno II;597;13
32033403699;Região Sudeste;ES;Marechal Floriano;Pequeno I;434;7
32033532321;Região Sudeste;ES;Marilândia;Pequeno I;45;15
32034002849;Região Sudeste;ES;Mimoso do Sul;Pequeno II;72;12
32035002654;Região Sudeste;ES;Montanha;Pequeno I;83;20
32036002667;Região Sudeste;ES;Mucurici;Pequeno I;337;14
32037006208;Região Sudeste;ES;Muniz Freire;Pequeno I;312;18
32037038120;Região Sudeste;ES;Muniz Freire;Pequeno I;138;9
32038006566;Região Sudeste;ES;Muqui;Pequeno I;62;6
32039000458;Região Sudeste;ES;Nova Venécia;Pequeno II;214;16
32040032529;Região Sudeste;ES;Pancas;Pequeno II;8;14
32040503677;Região Sudeste;ES;Pedro Canário;Pequeno II;661;13
32041003245;Região Sudeste;ES;Pinheiros;Pequeno II;328;14
32042003234;Região Sudeste;ES;Piúma;Pequeno I;301;17
32042501044;Região Sudeste;ES;Ponto Belo;Pequeno I;147;17
32043015322;Região Sudeste;ES;Presidente Kennedy;Pequeno I;111;45
32043502456;Região Sudeste;ES;Rio Bananal;Pequeno I;78;17
32044006184;Região Sudeste;ES;Rio Novo do Sul;Pequeno I;62;8
32045002674;Região Sudeste;ES;Santa Leopoldina;Pequeno I;177;18
32045515334;Região Sudeste;ES;Santa Maria de Jetibá;Pequeno II;66;23
32046002570;Região Sudeste;ES;Santa Teresa;Pequeno II;112;17
32046502656;Região Sudeste;ES;São Domingos do Norte;Pequeno I;113;13
32047002044;Região Sudeste;ES;São Gabriel da Palha;Pequeno II;74;12
32048003678;Região Sudeste;ES;São José do Calçado;Pequeno I; ;24
32049015385;Região Sudeste;ES;São Mateus;Grande;46;14
32049020241;Região Sudeste;ES;São Mateus;Grande;359;11
32049037449;Região Sudeste;ES;São Mateus;Grande;289;10
32049037855;Região Sudeste;ES;São Mateus;Grande;136;9
32049503338;Região Sudeste;ES;São Roque do Canaã;Pequeno I;205;9
32050002912;Região Sudeste;ES;Serra;Grande;45;10
32050002915;Região Sudeste;ES;Serra;Grande;10;14
32050002919;Região Sudeste;ES;Serra;Grande;15;14
32050004240;Região Sudeste;ES;Serra;Grande;25;15
32050004242;Região Sudeste;ES;Serra;Grande;48;12
32050006483;Região Sudeste;ES;Serra;Grande;44;11
32050030447;Região Sudeste;ES;Serra;Grande;7;7
32050030457;Região Sudeste;ES;Serra;Grande;8;10
32050034575;Região Sudeste;ES;Serra;Grande;16;12
32050115431;Região Sudeste;ES;Sooretama;Pequeno II;435;15
32050301585;Região Sudeste;ES;Vargem Alta;Pequeno I;36;11
32050620577;Região Sudeste;ES;Venda Nova do Imigrante;Pequeno II;926;28
32051003448;Região Sudeste;ES;Viana;Médio;31;9
32051003453;Região Sudeste;ES;Viana;Médio;64;11
32051030269;Região Sudeste;ES;Viana;Médio;145;9
32051035703;Região Sudeste;ES;Viana;Médio;52;9
32051532841;Região Sudeste;ES;Vila Pavão;Pequeno I;86;10
32051735545;Região Sudeste;ES;Vila Valério;Pequeno I;51;6
32052001205;Região Sudeste;ES;Vila Velha;Grande;934;20
32052001291;Região Sudeste;ES;Vila Velha;Grande;1247;15
32052001297;Região Sudeste;ES;Vila Velha;Grande;382;20
32052001300;Região Sudeste;ES;Vila Velha;Grande;1018;18
32052015332;Região Sudeste;ES;Vila Velha;Grande;343;20
32052038104;Região Sudeste;ES;Vila Velha;Grande;61;16
32053001466;Região Sudeste;ES;Vitória;Grande;64;10
32053001631;Região Sudeste;ES;Vitória;Grande;70;15
32053001637;Região Sudeste;ES;Vitória;Grande;42;8
32053001640;Região Sudeste;ES;Vitória;Grande;80;11
32053001649;Região Sudeste;ES;Vitória;Grande;95;9
32053006106;Região Sudeste;ES;Vitória;Grande;70;9
32053006108;Região Sudeste;ES;Vitória;Grande;100;12
32053015019;Região Sudeste;ES;Vitória;Grande;117;11
32053015022;Região Sudeste;ES;Vitória;Grande;63;9
32053015026;Região Sudeste;ES;Vitória;Grande;70;9
32053015038;Região Sudeste;ES;Vitória;Grande;71;13
32053015060;Região Sudeste;ES;Vitória;Grande;64;14
33001002484;Região Sudeste;RJ;Angra Dos Reis;Grande;226;8
33001002494;Região Sudeste;RJ;Angra Dos Reis;Grande;235;5
33001002496;Região Sudeste;RJ;Angra Dos Reis;Grande;230;17
33001002499;Região Sudeste;RJ;Angra Dos Reis;Grande;291;13
33001002502;Região Sudeste;RJ;Angra Dos Reis;Grande;93;13
33001002742;Região Sudeste;RJ;Angra Dos Reis;Grande;155;9
33001002891;Região Sudeste;RJ;Angra Dos Reis;Grande;251;12
33001504194;Região Sudeste;RJ;Aperibé;Pequeno I;15;5
33001506353;Região Sudeste;RJ;Aperibé;Pequeno I;20;6
33001533853;Região Sudeste;RJ;Aperibé;Pequeno I;23;5
33002002867;Região Sudeste;RJ;Araruama;Grande;5;4
33002002869;Região Sudeste;RJ;Araruama;Grande;353;7
33002006707;Região Sudeste;RJ;Araruama;Grande;252;9
33002033569;Região Sudeste;RJ;Araruama;Grande;83;14
33002037843;Região Sudeste;RJ;Araruama;Grande;298;17
33002204051;Região Sudeste;RJ;Areal;Pequeno I;36;4
33002206601;Região Sudeste;RJ;Areal;Pequeno I;40;4
33002302013;Região Sudeste;RJ;Armação Dos Búzios;Pequeno II;186;17
33002335893;Região Sudeste;RJ;Armação Dos Búzios;Pequeno II;70;14
33002337167;Região Sudeste;RJ;Armação Dos Búzios;Pequeno II;25;10
33002503094;Região Sudeste;RJ;Arraial do Cabo;Pequeno II;330;7
33002503551;Região Sudeste;RJ;Arraial do Cabo;Pequeno II;319;6
33003003590;Região Sudeste;RJ;Barra do Piraí;Médio;15;9
33003003591;Região Sudeste;RJ;Barra do Piraí;Médio;24;9
33003003593;Região Sudeste;RJ;Barra do Piraí;Médio;26;8
33003034595;Região Sudeste;RJ;Barra do Piraí;Médio;24;9
33004000422;Região Sudeste;RJ;Barra Mansa;Grande;47;11
33004000565;Região Sudeste;RJ;Barra Mansa;Grande;56;9
33004000605;Região Sudeste;RJ;Barra Mansa;Grande;78;8
33004006021;Região Sudeste;RJ;Barra Mansa;Grande;89;8
33004034267;Região Sudeste;RJ;Barra Mansa;Grande;55;10
33004034285;Região Sudeste;RJ;Barra Mansa;Grande;81;8
33004502729;Região Sudeste;RJ;Belford Roxo;Grande;120;13
33004504347;Região Sudeste;RJ;Belford Roxo;Grande;120;12
33004504348;Região Sudeste;RJ;Belford Roxo;Grande;191;11
33004504350;Região Sudeste;RJ;Belford Roxo;Grande;118;14
33004504351;Região Sudeste;RJ;Belford Roxo;Grande;118;16
33004504352;Região Sudeste;RJ;Belford Roxo;Grande;333;13
33004504867;Região Sudeste;RJ;Belford Roxo;Grande;91;10
33004506749;Região Sudeste;RJ;Belford Roxo;Grande;108;10
33004514868;Região Sudeste;RJ;Belford Roxo;Grande;139;15
33004535305;Região Sudeste;RJ;Belford Roxo;Grande;106;11
33004536079;Região Sudeste;RJ;Belford Roxo;Grande;113;9
33004537041;Região Sudeste;RJ;Belford Roxo;Grande;58;15
33005000556;Região Sudeste;RJ;Bom Jardim;Pequeno II;167;8
33005006750;Região Sudeste;RJ;Bom Jardim;Pequeno II;518;7
33005020136;Região Sudeste;RJ;Bom Jardim;Pequeno II;188;6
33006001724;Região Sudeste;RJ;Bom Jesus do Itabapoana;Pequeno II;512;8
33006006029;Região Sudeste;RJ;Bom Jesus do Itabapoana;Pequeno II;301;8
33006034333;Região Sudeste;RJ;Bom Jesus do Itabapoana;Pequeno II;352;5
33007003649;Região Sudeste;RJ;Cabo Frio;Grande;125;24
33007003661;Região Sudeste;RJ;Cabo Frio;Grande;0;7
33007003662;Região Sudeste;RJ;Cabo Frio;Grande;485;28
33007003666;Região Sudeste;RJ;Cabo Frio;Grande;106;22
33007003673;Região Sudeste;RJ;Cabo Frio;Grande;155;17
33007003675;Região Sudeste;RJ;Cabo Frio;Grande;430;23
33007035257;Região Sudeste;RJ;Cabo Frio;Grande;109;16
33007038070;Região Sudeste;RJ;Cabo Frio;Grande;135;24
33008003174;Região Sudeste;RJ;Cachoeiras de Macacu;Médio;392;5
33008006659;Região Sudeste;RJ;Cachoeiras de Macacu;Médio;430;7
33008006668;Região Sudeste;RJ;Cachoeiras de Macacu;Médio;617;5
33009000552;Região Sudeste;RJ;Cambuci;Pequeno I;120;10
33009020345;Região Sudeste;RJ;Cambuci;Pequeno I;73;9
33009303715;Região Sudeste;RJ;Carapebus;Pequeno I;88;8
33009306716;Região Sudeste;RJ;Carapebus;Pequeno I;73;10
33009504440;Região Sudeste;RJ;Comendador Levy Gasparian;Pequeno I;43;6
33009506506;Região Sudeste;RJ;Comendador Levy Gasparian;Pequeno I;431;6
33010002794;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;63;17
33010003008;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;105;11
33010003028;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;90;8
33010015288;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;94;16
33010015294;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;217;12
33010015296;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;289;15
33010015302;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;222;14
33010015305;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;46;10
33010030245;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;26;12
33010030246;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;78;13
33010034563;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;17;8
33010035787;Região Sudeste;RJ;Campos Dos Goytacazes;Grande;75;11
33011000554;Região Sudeste;RJ;Cantagalo;Pequeno I;270;9
33011006618;Região Sudeste;RJ;Cantagalo;Pequeno I;126;8
33011032177;Região Sudeste;RJ;Cantagalo;Pequeno I;33;9
33011502842;Região Sudeste;RJ;Cardoso Moreira;Pequeno I;248;6
33011506228;Região Sudeste;RJ;Cardoso Moreira;Pequeno I;304;11
33012002540;Região Sudeste;RJ;Carmo;Pequeno I;148;13
33012006804;Região Sudeste;RJ;Carmo;Pequeno I;180;15
33013001983;Região Sudeste;RJ;Casimiro de Abreu;Pequeno II;47;10
33013015450;Região Sudeste;RJ;Casimiro de Abreu;Pequeno II;186;41
33013036523;Região Sudeste;RJ;Casimiro de Abreu;Pequeno II;674;24
33014000493;Região Sudeste;RJ;Conceição de Macabu;Pequeno II;250;19
33014015467;Região Sudeste;RJ;Conceição de Macabu;Pequeno II;200;10
33014037647;Região Sudeste;RJ;Conceição de Macabu;Pequeno II;64;7
33015001230;Região Sudeste;RJ;Cordeiro;Pequeno II;52;4
33015001811;Região Sudeste;RJ;Cordeiro;Pequeno II;164;13
33015001813;Região Sudeste;RJ;Cordeiro;Pequeno II;214;8
33016002670;Região Sudeste;RJ;Duas Barras;Pequeno I;164;7
33016006661;Região Sudeste;RJ;Duas Barras;Pequeno I;48;10
33017004449;Região Sudeste;RJ;Duque de Caxias;Grande;372;10
33017006610;Região Sudeste;RJ;Duque de Caxias;Grande;68;9
33017006615;Região Sudeste;RJ;Duque de Caxias;Grande;180;10
33017012417;Região Sudeste;RJ;Duque de Caxias;Grande;232;13
33017012543;Região Sudeste;RJ;Duque de Caxias;Grande;444;9
33017015477;Região Sudeste;RJ;Duque de Caxias;Grande;82;7
33017015484;Região Sudeste;RJ;Duque de Caxias;Grande;29;10
33017035591;Região Sudeste;RJ;Duque de Caxias;Grande;94;11
33017037941;Região Sudeste;RJ;Duque de Caxias;Grande;46;10
33017038288;Região Sudeste;RJ;Duque de Caxias;Grande;11;8
33018003197;Região Sudeste;RJ;Engenheiro Paulo de Frontin;Pequeno I;373;5
33018003228;Região Sudeste;RJ;Engenheiro Paulo de Frontin;Pequeno I;429;5
33018501922;Região Sudeste;RJ;Guapimirim;Médio;426;15
33018501928;Região Sudeste;RJ;Guapimirim;Médio;60;12
33018506481;Região Sudeste;RJ;Guapimirim;Médio;427;15
33018703301;Região Sudeste;RJ;Iguaba Grande;Pequeno II;50;13
33018703429;Região Sudeste;RJ;Iguaba Grande;Pequeno II;390;13
33019002424;Região Sudeste;RJ;Itaboraí;Grande;197;12
33019002426;Região Sudeste;RJ;Itaboraí;Grande;571;11
33019002427;Região Sudeste;RJ;Itaboraí;Grande;640;11
33019002428;Região Sudeste;RJ;Itaboraí;Grande;110;12
33019006395;Região Sudeste;RJ;Itaboraí;Grande;432;12
33019006400;Região Sudeste;RJ;Itaboraí;Grande; ;11
33020001621;Região Sudeste;RJ;Itaguaí;Grande;189;14
33020004813;Região Sudeste;RJ;Itaguaí;Grande;312;10
33020006508;Região Sudeste;RJ;Itaguaí;Grande;414;19
33020006509;Região Sudeste;RJ;Itaguaí;Grande;233;15
33020036169;Região Sudeste;RJ;Itaguaí;Grande;202;14
33020036171;Região Sudeste;RJ;Itaguaí;Grande;177;12
33020503691;Região Sudeste;RJ;Italva;Pequeno I; ;3
33020506578;Região Sudeste;RJ;Italva;Pequeno I;700;5
33021003717;Região Sudeste;RJ;Itaocara;Pequeno II;529;5
33021030307;Região Sudeste;RJ;Itaocara;Pequeno II;504;4
33021036491;Região Sudeste;RJ;Itaocara;Pequeno II;585;4
33022000671;Região Sudeste;RJ;Itaperuna;Médio;333;30
33022000674;Região Sudeste;RJ;Itaperuna;Médio;316;13
33022002143;Região Sudeste;RJ;Itaperuna;Médio;266;13
33022015016;Região Sudeste;RJ;Itaperuna;Médio;639;15
33022020362;Região Sudeste;RJ;Itaperuna;Médio;152;18
33022502086;Região Sudeste;RJ;Itatiaia;Pequeno II;905;10
33022515319;Região Sudeste;RJ;Itatiaia;Pequeno II;585;6
33022530334;Região Sudeste;RJ;Itatiaia;Pequeno II;150;4
33022702696;Região Sudeste;RJ;Japeri;Médio;487;11
33022703154;Região Sudeste;RJ;Japeri;Médio;355;11
33022703348;Região Sudeste;RJ;Japeri;Médio;468;12
33022704510;Região Sudeste;RJ;Japeri;Médio;625;11
33022706580;Região Sudeste;RJ;Japeri;Médio;336;10
33022734293;Região Sudeste;RJ;Japeri;Médio;250;11
33022736117;Região Sudeste;RJ;Japeri;Médio;367;13
33023003428;Região Sudeste;RJ;Laje do Muriaé;Pequeno I;239;8
33023006669;Região Sudeste;RJ;Laje do Muriaé;Pequeno I;377;8
33024004664;Região Sudeste;RJ;Macaé;Grande;97;17
33024004831;Região Sudeste;RJ;Macaé;Grande;883;11
33024014830;Região Sudeste;RJ;Macaé;Grande;78;12
33024035349;Região Sudeste;RJ;Macaé;Grande;113;11
33024035353;Região Sudeste;RJ;Macaé;Grande;691;11
33024037507;Região Sudeste;RJ;Macaé;Grande;136;17
33024038064;Região Sudeste;RJ;Macaé;Grande;53;11
33025004043;Região Sudeste;RJ;Magé;Grande;86;8
33025004044;Região Sudeste;RJ;Magé;Grande;40;8
33025004048;Região Sudeste;RJ;Magé;Grande;136;9
33025004066;Região Sudeste;RJ;Magé;Grande;76;10
33025004070;Região Sudeste;RJ;Magé;Grande;75;11
33025004098;Região Sudeste;RJ;Magé;Grande;43;8
33025004099;Região Sudeste;RJ;Magé;Grande;94;11
33025035847;Região Sudeste;RJ;Magé;Grande;63;7
33026003125;Região Sudeste;RJ;Mangaratiba;Pequeno II;183;22
33026006417;Região Sudeste;RJ;Mangaratiba;Pequeno II;253;14
33026036141;Região Sudeste;RJ;Mangaratiba;Pequeno II;234;13
33026037117;Região Sudeste;RJ;Mangaratiba;Pequeno II;226;13
33026037265;Região Sudeste;RJ;Mangaratiba;Pequeno II;256;28
33026037267;Região Sudeste;RJ;Mangaratiba;Pequeno II;281;18
33027002790;Região Sudeste;RJ;Maricá;Grande;1562;11
33027006197;Região Sudeste;RJ;Maricá;Grande;103;10
33027035337;Região Sudeste;RJ;Maricá;Grande;369;10
33027035339;Região Sudeste;RJ;Maricá;Grande;0;5
33027035341;Região Sudeste;RJ;Maricá;Grande;615;11
33027035429;Região Sudeste;RJ;Maricá;Grande;1005;8
33027037999;Região Sudeste;RJ;Maricá;Grande;565;7
33027038312;Região Sudeste;RJ;Maricá;Grande;50;7
33028000514;Região Sudeste;RJ;Mendes;Pequeno I;137;15
33028000517;Região Sudeste;RJ;Mendes;Pequeno I;471;14
33028033553;Região Sudeste;RJ;Mendes;Pequeno I;261;7
33028503689;Região Sudeste;RJ;Mesquita;Grande;291;11
33028506214;Região Sudeste;RJ;Mesquita;Grande;285;14
33028506221;Região Sudeste;RJ;Mesquita;Grande;207;10
33028506222;Região Sudeste;RJ;Mesquita;Grande;426;8
33028514865;Região Sudeste;RJ;Mesquita;Grande;657;11
33028535215;Região Sudeste;RJ;Mesquita;Grande;324;9
33028535217;Região Sudeste;RJ;Mesquita;Grande;445;10
33029003010;Região Sudeste;RJ;Miguel Pereira;Pequeno II;188;6
33029003014;Região Sudeste;RJ;Miguel Pereira;Pequeno II;58;6
33030000608;Região Sudeste;RJ;Miracema;Pequeno II;233;6
33030002818;Região Sudeste;RJ;Miracema;Pequeno II;312;6
33031003118;Região Sudeste;RJ;Natividade;Pequeno I;420;14
33031006594;Região Sudeste;RJ;Natividade;Pequeno I;500;17
33032002441;Região Sudeste;RJ;Nilópolis;Grande;241;7
33032002444;Região Sudeste;RJ;Nilópolis;Grande;961;6
33032002445;Região Sudeste;RJ;Nilópolis;Grande;1976;6
33032014906;Região Sudeste;RJ;Nilópolis;Grande;503;6
33032030520;Região Sudeste;RJ;Nilópolis;Grande;727;6
33032037725;Região Sudeste;RJ;Nilópolis;Grande;1413;6
33033003229;Região Sudeste;RJ;Niterói;Grande;200;12
33033003858;Região Sudeste;RJ;Niterói;Grande;15;12
33033003999;Região Sudeste;RJ;Niterói;Grande;203;12
33033004006;Região Sudeste;RJ;Niterói;Grande;105;7
33033004019;Região Sudeste;RJ;Niterói;Grande;161;13
33033006416;Região Sudeste;RJ;Niterói;Grande;54;12
33033006425;Região Sudeste;RJ;Niterói;Grande;645;6
33033035709;Região Sudeste;RJ;Niterói;Grande;213;9
33033038212;Região Sudeste;RJ;Niterói;Grande;137;7
33034003672;Região Sudeste;RJ;Nova Friburgo;Grande;339;8
33034003683;Região Sudeste;RJ;Nova Friburgo;Grande;851;7
33034003685;Região Sudeste;RJ;Nova Friburgo;Grande;345;5
33034003688;Região Sudeste;RJ;Nova Friburgo;Grande;190;5
33035003417;Região Sudeste;RJ;Nova Iguaçu;Grande;110;12
33035003420;Região Sudeste;RJ;Nova Iguaçu;Grande;134;8
33035003427;Região Sudeste;RJ;Nova Iguaçu;Grande;68;8
33035003430;Região Sudeste;RJ;Nova Iguaçu;Grande;136;12
33035003431;Região Sudeste;RJ;Nova Iguaçu;Grande;140;9
33035003437;Região Sudeste;RJ;Nova Iguaçu;Grande;173;11
33035003440;Região Sudeste;RJ;Nova Iguaçu;Grande;223;6
33035003443;Região Sudeste;RJ;Nova Iguaçu;Grande;108;7
33035004548;Região Sudeste;RJ;Nova Iguaçu;Grande;142;10
33035004550;Região Sudeste;RJ;Nova Iguaçu;Grande;72;5
33036000591;Região Sudeste;RJ;Paracambi;Pequeno II;959;9
33036000997;Região Sudeste;RJ;Paracambi;Pequeno II; ;10
33036006004;Região Sudeste;RJ;Paracambi;Pequeno II;293;7
33036036553;Região Sudeste;RJ;Paracambi;Pequeno II;278;9
33036036557;Região Sudeste;RJ;Paracambi;Pequeno II;383;10
33037003209;Região Sudeste;RJ;Paraíba do Sul;Pequeno II;148;10
33037015447;Região Sudeste;RJ;Paraíba do Sul;Pequeno II;174;7
33038002687;Região Sudeste;RJ;Parati;Pequeno II;407;7
33038006703;Região Sudeste;RJ;Parati;Pequeno II;465;20
33038501370;Região Sudeste;RJ;Paty do Alferes;Pequeno II;10;9
33038506235;Região Sudeste;RJ;Paty do Alferes;Pequeno II;104;10
33039003830;Região Sudeste;RJ;Petrópolis;Grande;198;5
33039003836;Região Sudeste;RJ;Petrópolis;Grande;260;8
33039003861;Região Sudeste;RJ;Petrópolis;Grande;182;7
33039006611;Região Sudeste;RJ;Petrópolis;Grande;300;9
33039034525;Região Sudeste;RJ;Petrópolis;Grande;300;19
33039034535;Região Sudeste;RJ;Petrópolis;Grande;224;10
33039036425;Região Sudeste;RJ;Petrópolis;Grande;127;5
33039038009;Região Sudeste;RJ;Petrópolis;Grande;77;6
33039502732;Região Sudeste;RJ;Pinheiral;Pequeno II;383;5
33039506764;Região Sudeste;RJ;Pinheiral;Pequeno II;556;10
33040000355;Região Sudeste;RJ;Piraí;Pequeno II;360;9
33040006209;Região Sudeste;RJ;Piraí;Pequeno II;395;11
33041002673;Região Sudeste;RJ;Porciúncula;Pequeno I;43;4
33041006498;Região Sudeste;RJ;Porciúncula;Pequeno I;296;15
33041020333;Região Sudeste;RJ;Porciúncula;Pequeno I;66;7
33041101087;Região Sudeste;RJ;Porto Real;Pequeno I;157;8
33041101924;Região Sudeste;RJ;Porto Real;Pequeno I;254;16
33041202490;Região Sudeste;RJ;Quatis;Pequeno I;101;9
33041202626;Região Sudeste;RJ;Quatis;Pequeno I;62;8
33041402591;Região Sudeste;RJ;Queimados;Grande;39;7
33041402594;Região Sudeste;RJ;Queimados;Grande;67;8
33041403000;Região Sudeste;RJ;Queimados;Grande;59;7
33041403001;Região Sudeste;RJ;Queimados;Grande;40;8
33041403017;Região Sudeste;RJ;Queimados;Grande;124;6
33041403023;Região Sudeste;RJ;Queimados;Grande;34;7
33041403029;Região Sudeste;RJ;Queimados;Grande;53;7
33041403171;Região Sudeste;RJ;Queimados;Grande;87;7
33041502972;Região Sudeste;RJ;Quissamã;Pequeno II;368;28
33041503597;Região Sudeste;RJ;Quissamã;Pequeno II;216;7
33042003664;Região Sudeste;RJ;Resende;Grande;202;10
33042003670;Região Sudeste;RJ;Resende;Grande;184;12
33042003709;Região Sudeste;RJ;Resende;Grande;210;13
33042003713;Região Sudeste;RJ;Resende;Grande;245;14
33042020442;Região Sudeste;RJ;Resende;Grande;78;11
33042038090;Região Sudeste;RJ;Resende;Grande;69;10
33043006493;Região Sudeste;RJ;Rio Bonito;Médio;106;24
33043006612;Região Sudeste;RJ;Rio Bonito;Médio;146;18
33043036007;Região Sudeste;RJ;Rio Bonito;Médio;245;21
33044001096;Região Sudeste;RJ;Rio Claro;Pequeno I;65;5
33044006092;Região Sudeste;RJ;Rio Claro;Pequeno I;184;15
33045001927;Região Sudeste;RJ;Rio Das Flores;Pequeno I;466;6
33045006295;Região Sudeste;RJ;Rio Das Flores;Pequeno I;505;7
33045204460;Região Sudeste;RJ;Rio Das Ostras;Grande;186;27
33045204461;Região Sudeste;RJ;Rio Das Ostras;Grande;226;30
33045204462;Região Sudeste;RJ;Rio Das Ostras;Grande;122;28
33045235483;Região Sudeste;RJ;Rio Das Ostras;Grande;20;11
33045500498;Região Sudeste;RJ;Rio de Janeiro;Metrópole;666;23
33045500641;Região Sudeste;RJ;Rio de Janeiro;Metrópole;831;15
33045500646;Região Sudeste;RJ;Rio de Janeiro;Metrópole;576;22
33045500648;Região Sudeste;RJ;Rio de Janeiro;Metrópole;892;20
33045500668;Região Sudeste;RJ;Rio de Janeiro;Metrópole;809;30
33045500670;Região Sudeste;RJ;Rio de Janeiro;Metrópole;891;31
33045500676;Região Sudeste;RJ;Rio de Janeiro;Metrópole;608;30
33045500680;Região Sudeste;RJ;Rio de Janeiro;Metrópole;667;25
33045500681;Região Sudeste;RJ;Rio de Janeiro;Metrópole;770;29
33045500684;Região Sudeste;RJ;Rio de Janeiro;Metrópole;557;21
