NU_IDENTIFICADOR;Regiao;UF;Município;Porte_pop2010;q14_1;nu_trabalhadores
41094001420;Região Sul;PR;Guarapuava;Grande;151;7
41094006318;Região Sul;PR;Guarapuava;Grande;499;13
41094031093;Região Sul;PR;Guarapuava;Grande;129;11
41094033489;Região Sul;PR;Guarapuava;Grande;421;14
41095033869;Região Sul;PR;Guaraqueçaba;Pequeno I;366;7
41096006714;Região Sul;PR;Guaratuba;Pequeno II;887;17
41096515373;Região Sul;PR;Honório Serpa;Pequeno I;42;9
41097000091;Região Sul;PR;Ibaiti;Pequeno II;1000;6
41097511448;Região Sul;PR;Ibema;Pequeno I;12;10
41098000149;Região Sul;PR;Ibiporã;Pequeno II;544;15
41098038410;Região Sul;PR;Ibiporã;Pequeno II;93;7
41099001427;Região Sul;PR;Icaraíma;Pequeno I;35;9
41100000837;Região Sul;PR;Iguaraçu;Pequeno I;85;16
41100502051;Região Sul;PR;Iguatu;Pequeno I;100;4
41100715535;Região Sul;PR;Imbaú;Pequeno I;392;9
41101010924;Região Sul;PR;Imbituva;Pequeno II;957;7
41102030062;Região Sul;PR;Inácio Martins;Pequeno I;286;5
41103000227;Região Sul;PR;Inajá;Pequeno I;346;12
41104015308;Região Sul;PR;Indianópolis;Pequeno I;180;9
41105030406;Região Sul;PR;Ipiranga;Pequeno I; ;7
41106000652;Região Sul;PR;Iporã;Pequeno I;74;18
41106502748;Região Sul;PR;Iracema do Oeste;Pequeno I;24;7
41107006142;Região Sul;PR;Irati;Médio;85;7
41107006146;Região Sul;PR;Irati;Médio;49;6
41108015212;Região Sul;PR;Iretama;Pequeno I;350;7
41109003034;Região Sul;PR;Itaguajé;Pequeno I;73;8
41109506011;Região Sul;PR;Itaipulândia;Pequeno I;372;9
41110000260;Região Sul;PR;Itambaracá;Pequeno I;248;9
41111015280;Região Sul;PR;Itambé;Pequeno I;35;4
41112031525;Região Sul;PR;Itapejara D'oeste;Pequeno I;223;6
41112515290;Região Sul;PR;Itaperuçu;Pequeno II;100;9
41113000136;Região Sul;PR;Itaúna do Sul;Pequeno I;36;8
41114015381;Região Sul;PR;Ivaí;Pequeno I;261;6
41115020232;Região Sul;PR;Ivaiporã;Pequeno II;128;7
41115503658;Região Sul;PR;Ivaté;Pequeno I;41;8
41116031973;Região Sul;PR;Ivatuba;Pequeno I;28;2
41117031301;Região Sul;PR;Jaboti;Pequeno I;85;3
41118000103;Região Sul;PR;Jacarezinho;Pequeno II;16;5
41118030599;Região Sul;PR;Jacarezinho;Pequeno II;12;5
41119006360;Região Sul;PR;Jaguapitã;Pequeno I;95;9
41120015137;Região Sul;PR;Jaguariaíva;Pequeno II;231;21
41120030471;Região Sul;PR;Jaguariaíva;Pequeno II;88;19
41121000656;Região Sul;PR;Jandaia do Sul;Pequeno II;140;8
41122031445;Região Sul;PR;Janiópolis;Pequeno I;8;5
41123030839;Região Sul;PR;Japira;Pequeno I;60;7
41124015286;Região Sul;PR;Japurá;Pequeno I;50;6
41125001191;Região Sul;PR;Jardim Alegre;Pequeno I;30;6
41126002660;Região Sul;PR;Jardim Olinda;Pequeno I;151;7
41127020596;Região Sul;PR;Jataizinho;Pequeno I;163;6
41127503246;Região Sul;PR;Jesuítas;Pequeno I;12;7
41128020363;Região Sul;PR;Joaquim Távora;Pequeno I;19;4
41129020142;Região Sul;PR;Jundiaí do Sul;Pequeno I;42;5
41129506034;Região Sul;PR;Juranda;Pequeno I;29;6
41130015082;Região Sul;PR;Jussara;Pequeno I;287;7
41131001526;Região Sul;PR;Kaloré;Pequeno I;625;6
41132000396;Região Sul;PR;Lapa;Pequeno II;657;12
41132500242;Região Sul;PR;Laranjal;Pequeno I;128;4
41133020117;Região Sul;PR;Laranjeiras do Sul;Pequeno II;426;10
41134000107;Região Sul;PR;Leópolis;Pequeno I;80;7
41134211082;Região Sul;PR;Lidianópolis;Pequeno I;47;12
41134515377;Região Sul;PR;Lindoeste;Pequeno I;444;11
41135000228;Região Sul;PR;Loanda;Pequeno II;180;7
41136006162;Região Sul;PR;Lobato;Pequeno I;140;6
41137001708;Região Sul;PR;Londrina;Grande;166;15
41137001713;Região Sul;PR;Londrina;Grande;147;12
41137001725;Região Sul;PR;Londrina;Grande;127;14
41137001740;Região Sul;PR;Londrina;Grande;261;25
41137001746;Região Sul;PR;Londrina;Grande;74;13
41137001816;Região Sul;PR;Londrina;Grande;108;17
41137001841;Região Sul;PR;Londrina;Grande;147;15
41137001848;Região Sul;PR;Londrina;Grande;120;18
41137001856;Região Sul;PR;Londrina;Grande;101;16
41137001861;Região Sul;PR;Londrina;Grande;115;17
41137300262;Região Sul;PR;Luiziana;Pequeno I;80;6
41137510962;Região Sul;PR;Lunardelli;Pequeno I;90;16
41138031781;Região Sul;PR;Lupionópolis;Pequeno I;144;6
41139004408;Região Sul;PR;Mallet;Pequeno I;96;7
41140000135;Região Sul;PR;Mamborê;Pequeno I;36;7
41141004311;Região Sul;PR;Mandaguaçu;Pequeno I;726;8
41142000541;Região Sul;PR;Mandaguari;Pequeno II;60;9
41143015459;Região Sul;PR;Mandirituba;Pequeno II;67;8
41143530446;Região Sul;PR;Manfrinópolis;Pequeno I;175;5
41144000317;Região Sul;PR;Mangueirinha;Pequeno I;458;14
41145000308;Região Sul;PR;Manoel Ribas;Pequeno I;550;9
41146020409;Região Sul;PR;Marechal Cândido Rondon;Pequeno II;54;10
41147010996;Região Sul;PR;Maria Helena;Pequeno I;123;12
41148015307;Região Sul;PR;Marialva;Pequeno II;189;18
41149030302;Região Sul;PR;Marilândia do Sul;Pequeno I;6;5
41150015411;Região Sul;PR;Marilena;Pequeno I;81;9
41151000974;Região Sul;PR;Mariluz;Pequeno I;409;5
41152003218;Região Sul;PR;Maringá;Grande;103;11
41152003221;Região Sul;PR;Maringá;Grande;76;18
41152003226;Região Sul;PR;Maringá;Grande;178;23
41152003695;Região Sul;PR;Maringá;Grande;93;14
41152003702;Região Sul;PR;Maringá;Grande;187;16
41152020274;Região Sul;PR;Maringá;Grande;226;22
41152035015;Região Sul;PR;Maringá;Grande;32;9
41152037789;Região Sul;PR;Maringá;Grande;28;18
41153020012;Região Sul;PR;Mariópolis;Pequeno I;480;4
41153500577;Região Sul;PR;Maripá;Pequeno I;129;5
41154006325;Região Sul;PR;Marmeleiro;Pequeno I; ;11
41154530332;Região Sul;PR;Marquinho;Pequeno I;190;3
41155036833;Região Sul;PR;Marumbi;Pequeno I;130;4
41156003566;Região Sul;PR;Matelândia;Pequeno I;191;9
41157015353;Região Sul;PR;Matinhos;Pequeno II;568;7
41157037503;Região Sul;PR;Matinhos;Pequeno II;67;9
41157315052;Região Sul;PR;Mato Rico;Pequeno I;200;7
41157533229;Região Sul;PR;Mauá da Serra;Pequeno I;11;7
41158000085;Região Sul;PR;Medianeira;Pequeno II;67;8
41158506261;Região Sul;PR;Mercedes;Pequeno I;194;6
41159006519;Região Sul;PR;Mirador;Pequeno I;32;4
41160006736;Região Sul;PR;Miraselva;Pequeno I;15;5
41160500139;Região Sul;PR;Missal;Pequeno I;160;12
41161015197;Região Sul;PR;Moreira Sales;Pequeno I;80;8
41162031325;Região Sul;PR;Morretes;Pequeno I;45;11
41163001070;Região Sul;PR;Munhoz de Melo;Pequeno I;47;5
41164015032;Região Sul;PR;Nossa Senhora Das Graças;Pequeno I;134;5
41165000004;Região Sul;PR;Nova Aliança do Ivaí;Pequeno I;60;11
41166032325;Região Sul;PR;Nova América da Colina;Pequeno I;428;6
41167006105;Região Sul;PR;Nova Aurora;Pequeno I;110;7
41168015582;Região Sul;PR;Nova Cantu;Pequeno I;130;9
41169004816;Região Sul;PR;Nova Esperança;Pequeno II;360;11
41169500461;Região Sul;PR;Nova Esperança do Sudoeste;Pequeno I;150;5
41170006193;Região Sul;PR;Nova Fátima;Pequeno I;210;6
41170520219;Região Sul;PR;Nova Laranjeiras;Pequeno I;155;9
41171001293;Região Sul;PR;Nova Londrina;Pequeno I;481;8
41172000491;Região Sul;PR;Nova Olímpia;Pequeno I;142;5
41172102094;Região Sul;PR;Nova Santa Bárbara;Pequeno I;331;5
41172201618;Região Sul;PR;Nova Santa Rosa;Pequeno I;300;5
41172502008;Região Sul;PR;Nova Prata do Iguaçu;Pequeno I;200;16
41172720110;Região Sul;PR;Nova Tebas;Pequeno I;500;12
41172900243;Região Sul;PR;Novo Itacolomi;Pequeno I;31;6
41173004491;Região Sul;PR;Ortigueira;Pequeno II;10;7
41173004686;Região Sul;PR;Ortigueira;Pequeno II;3;6
41174004191;Região Sul;PR;Ourizona;Pequeno I;80;7
41174502802;Região Sul;PR;Ouro Verde do Oeste;Pequeno I;213;7
41175006098;Região Sul;PR;Paiçandu;Pequeno II;27;14
41176002050;Região Sul;PR;Palmas;Pequeno II;3;4
41176020623;Região Sul;PR;Palmas;Pequeno II;48;3
41177011339;Região Sul;PR;Palmeira;Pequeno II;638;15
41178000446;Região Sul;PR;Palmital;Pequeno I;103;7
41179020563;Região Sul;PR;Palotina;Pequeno II;230;14
41180000041;Região Sul;PR;Paraíso do Norte;Pequeno I;206;13
41181000546;Região Sul;PR;Paranacity;Pequeno I; ;7
41182015187;Região Sul;PR;Paranaguá;Grande;68;8
41182015188;Região Sul;PR;Paranaguá;Grande;21;8
41182036279;Região Sul;PR;Paranaguá;Grande;34;8
41182036399;Região Sul;PR;Paranaguá;Grande;50;7
41183000153;Região Sul;PR;Paranapoema;Pequeno I;30;7
41184000437;Região Sul;PR;Paranavaí;Médio;472;9
41184011444;Região Sul;PR;Paranavaí;Médio;292;9
41184030368;Região Sul;PR;Paranavaí;Médio;162;10
41184031741;Região Sul;PR;Paranavaí;Médio;34;7
41184035251;Região Sul;PR;Paranavaí;Médio;137;8
41184506134;Região Sul;PR;Pato Bragado;Pequeno I;349;5
41185015316;Região Sul;PR;Pato Branco;Médio;313;11
41185030054;Região Sul;PR;Pato Branco;Médio;167;9
41186006421;Região Sul;PR;Paula Freitas;Pequeno I;258;9
41187006072;Região Sul;PR;Paulo Frontin;Pequeno I;109;7
41188015229;Região Sul;PR;Peabiru;Pequeno I;90;5
41188500151;Região Sul;PR;Perobal;Pequeno I;500;6
41189010225;Região Sul;PR;Pérola;Pequeno I;80;6
41190006270;Região Sul;PR;Pérola D'oeste;Pequeno I;72;4
41191030249;Região Sul;PR;Piên;Pequeno I;57;6
41191506589;Região Sul;PR;Pinhais;Grande;81;14
41191515281;Região Sul;PR;Pinhais;Grande;108;13
41191515346;Região Sul;PR;Pinhais;Grande;104;13
41191515352;Região Sul;PR;Pinhais;Grande;88;16
41192033137;Região Sul;PR;Pinhalão;Pequeno I;350;3
41192530413;Região Sul;PR;Pinhal de São Bento;Pequeno I;183;5
41193006307;Região Sul;PR;Pinhão;Pequeno II;417;19
41194030287;Região Sul;PR;Piraí do Sul;Pequeno II;328;12
41195006150;Região Sul;PR;Piraquara;Médio;103;11
41195015291;Região Sul;PR;Piraquara;Médio;186;12
41195034569;Região Sul;PR;Piraquara;Médio;117;9
41195037301;Região Sul;PR;Piraquara;Médio;39;9
41196006649;Região Sul;PR;Pitanga;Pequeno II;389;7
41196530097;Região Sul;PR;Pitangueiras;Pequeno I;593;5
41197006035;Região Sul;PR;Planaltina do Paraná;Pequeno I;8;5
41198004910;Região Sul;PR;Planalto;Pequeno I;170;5
41199001285;Região Sul;PR;Ponta Grossa;Grande;1285;11
41199001302;Região Sul;PR;Ponta Grossa;Grande;1430;14
41199001305;Região Sul;PR;Ponta Grossa;Grande;1145;9
41199004667;Região Sul;PR;Ponta Grossa;Grande; ;12
41199020677;Região Sul;PR;Ponta Grossa;Grande; ;13
41199033475;Região Sul;PR;Ponta Grossa;Grande;1589;11
41199033479;Região Sul;PR;Ponta Grossa;Grande; ;9
41199033481;Região Sul;PR;Ponta Grossa;Grande;862;10
41199036153;Região Sul;PR;Ponta Grossa;Grande;1312;10
41199038320;Região Sul;PR;Ponta Grossa;Grande;50;13
41199503425;Região Sul;PR;Pontal do Paraná;Pequeno II;58;6
41199537807;Região Sul;PR;Pontal do Paraná;Pequeno II;108;7
41200000195;Região Sul;PR;Porecatu;Pequeno I;100;8
41201000031;Região Sul;PR;Porto Amazonas;Pequeno I;480;8
41201532339;Região Sul;PR;Porto Barreiro;Pequeno I;30;4
41202000444;Região Sul;PR;Porto Rico;Pequeno I;35;5
41203010532;Região Sul;PR;Porto Vitória;Pequeno I;49;13
41203315325;Região Sul;PR;Prado Ferreira;Pequeno I;18;5
41203500152;Região Sul;PR;Pranchita;Pequeno I;21;12
41204030404;Região Sul;PR;Presidente Castelo Branco;Pequeno I;72;7
41205031857;Região Sul;PR;Primeiro de Maio;Pequeno I;5;5
41206006336;Região Sul;PR;Prudentópolis;Pequeno II;256;19
41206530322;Região Sul;PR;Quarto Centenário;Pequeno I;150;6
41207030519;Região Sul;PR;Quatiguá;Pequeno I; ;4
41208000313;Região Sul;PR;Quatro Barras;Pequeno I;201;13
41208038332;Região Sul;PR;Quatro Barras;Pequeno I;83;6
41208515287;Região Sul;PR;Quatro Pontes;Pequeno I;57;5
41209030033;Região Sul;PR;Quedas do Iguaçu;Pequeno II;272;8
41210000217;Região Sul;PR;Querência do Norte;Pequeno I;103;9
41211015537;Região Sul;PR;Quinta do Sol;Pequeno I;1;7
41212002165;Região Sul;PR;Quitandinha;Pequeno I;82;13
41212501994;Região Sul;PR;Ramilândia;Pequeno I;280;9
41213031795;Região Sul;PR;Rancho Alegre;Pequeno I;120;7
41213530418;Região Sul;PR;Rancho Alegre D'oeste;Pequeno I;7;11
41214002091;Região Sul;PR;Realeza;Pequeno I;420;9
41215000188;Região Sul;PR;Rebouças;Pequeno I;522;6
41216020275;Região Sul;PR;Renascença;Pequeno I;90;6
41217000331;Região Sul;PR;Reserva;Pequeno II;36;6
41217515330;Região Sul;PR;Reserva do Iguaçu;Pequeno I;433;21
41218030064;Região Sul;PR;Ribeirão Claro;Pequeno I;50;7
41219015539;Região Sul;PR;Ribeirão do Pinhal;Pequeno I;184;6
41220030037;Região Sul;PR;Rio Azul;Pequeno I;64;5
41221035805;Região Sul;PR;Rio Bom;Pequeno I;15;6
41221500315;Região Sul;PR;Rio Bonito do Iguaçu;Pequeno I; ;18
41221732899;Região Sul;PR;Rio Branco do Ivaí;Pequeno I;32;6
41222030226;Região Sul;PR;Rio Branco do Sul;Pequeno II;370;12
41223000314;Região Sul;PR;Rio Negro;Pequeno II;366;6
41224006230;Região Sul;PR;Rolândia;Médio;1;12
41224030424;Região Sul;PR;Rolândia;Médio;59;14
41224036197;Região Sul;PR;Rolândia;Médio;66;9
41225000528;Região Sul;PR;Roncador;Pequeno I;45;9
41226000942;Região Sul;PR;Rondon;Pequeno I;456;9
41226531863;Região Sul;PR;Rosário do Ivaí;Pequeno I;92;6
41227006080;Região Sul;PR;Sabáudia;Pequeno I;31;11
41228020238;Região Sul;PR;Salgado Filho;Pequeno I;101;10
41229035291;Região Sul;PR;Salto do Itararé;Pequeno I;101;6
41230006088;Região Sul;PR;Salto do Lontra;Pequeno I;262;5
41231011520;Região Sul;PR;Santa Amélia;Pequeno I;72;4
41232015433;Região Sul;PR;Santa Cecília do Pavão;Pequeno I;265;7
41233000142;Região Sul;PR;Santa Cruz de Monte Castelo;Pequeno I;463;8
41234000731;Região Sul;PR;Santa fé;Pequeno I;169;17
41235006709;Região Sul;PR;Santa Helena;Pequeno II;598;6
41236004005;Região Sul;PR;Santa Inês;Pequeno I;250;10
41237000540;Região Sul;PR;Santa Isabel do Ivaí;Pequeno I;45;8
41238006043;Região Sul;PR;Santa Izabel do Oeste;Pequeno I;45;7
41238203803;Região Sul;PR;Santa Lúcia;Pequeno I;225;7
41238506329;Região Sul;PR;Santa Maria do Oeste;Pequeno I;206;16
41239003368;Região Sul;PR;Santa Mariana;Pequeno I;320;6
41239503359;Região Sul;PR;Santa Mônica;Pequeno I;119;8
41240015064;Região Sul;PR;Santana do Itararé;Pequeno I;101;6
41240202223;Região Sul;PR;Santa Tereza do Oeste;Pequeno I;571;6
41240515360;Região Sul;PR;Santa Terezinha de Itaipu;Pequeno II;405;11
41241002872;Região Sul;PR;Santo Antônio da Platina;Pequeno II;590;10
41242009242;Região Sul;PR;Santo Antônio do Caiuá;Pequeno I;217;15
41243015304;Região Sul;PR;Santo Antônio do Paraíso;Pequeno I;500;6
41244006145;Região Sul;PR;Santo Antônio do Sudoeste;Pequeno I;341;5
41245032609;Região Sul;PR;Santo Inácio;Pequeno I;114;10
41246006743;Região Sul;PR;São Carlos do Ivaí;Pequeno I;160;6
41247000253;Região Sul;PR;São Jerônimo da Serra;Pequeno I;205;11
41248020373;Região Sul;PR;São João;Pequeno I;403;9
41249000369;Região Sul;PR;São João do Caiuá;Pequeno I;412;10
41250020087;Região Sul;PR;São João do Ivaí;Pequeno I;205;9
41251000996;Região Sul;PR;São João do Triunfo;Pequeno I;221;12
41252006017;Região Sul;PR;São Jorge D'oeste;Pequeno I;550;6
41253006268;Região Sul;PR;São Jorge do Ivaí;Pequeno I;108;7
41253500069;Região Sul;PR;São Jorge do Patrocínio;Pequeno I;82;7
41254000846;Região Sul;PR;São José da Boa Vista;Pequeno I;503;7
41254531745;Região Sul;PR;São José Das Palmeiras;Pequeno I;580;6
41255000435;Região Sul;PR;São José Dos Pinhais;Grande;43;10
41255000441;Região Sul;PR;São José Dos Pinhais;Grande;107;14
41255000448;Região Sul;PR;São José Dos Pinhais;Grande;180;12
41255000460;Região Sul;PR;São José Dos Pinhais;Grande;56;11
41255000472;Região Sul;PR;São José Dos Pinhais;Grande;232;12
41255000476;Região Sul;PR;São José Dos Pinhais;Grande;178;11
41255000483;Região Sul;PR;São José Dos Pinhais;Grande;69;8
41255000494;Região Sul;PR;São José Dos Pinhais;Grande;242;9
41255000499;Região Sul;PR;São José Dos Pinhais;Grande;117;11
41255020145;Região Sul;PR;São José Dos Pinhais;Grande;60;8
41255034213;Região Sul;PR;São José Dos Pinhais;Grande;48;8
41255515092;Região Sul;PR;São Manoel do Paraná;Pequeno I;165;6
41256009240;Região Sul;PR;São Mateus do Sul;Pequeno II; ;15
41257000373;Região Sul;PR;São Miguel do Iguaçu;Pequeno II;118;18
41257515105;Região Sul;PR;São Pedro do Iguaçu;Pequeno I;34;5
41258000293;Região Sul;PR;São Pedro do Ivaí;Pequeno I;312;11
41259011271;Região Sul;PR;São Pedro do Paraná;Pequeno I;20;11
41260002769;Região Sul;PR;São Sebastião da Amoreira;Pequeno I;70;6
41261030378;Região Sul;PR;São Tomé;Pequeno I;302;7
41262006457;Região Sul;PR;Sapopema;Pequeno I;65;5
41262503696;Região Sul;PR;Sarandi;Médio;250;7
41262503701;Região Sul;PR;Sarandi;Médio;230;9
41262715148;Região Sul;PR;Saudade do Iguaçu;Pequeno I;289;9
41263000159;Região Sul;PR;Sengés;Pequeno I;25;8
41263038268;Região Sul;PR;Sengés;Pequeno I;36;6
41263531043;Região Sul;PR;Serranópolis do Iguaçu;Pequeno I;90;6
41264000221;Região Sul;PR;Sertaneja;Pequeno I; ;10
41265030573;Região Sul;PR;Sertanópolis;Pequeno I;16;6
41266030118;Região Sul;PR;Siqueira Campos;Pequeno I;336;11
41266515493;Região Sul;PR;Sulina;Pequeno I;242;14
41266715156;Região Sul;PR;Tamarana;Pequeno I;277;7
41267015079;Região Sul;PR;Tamboara;Pequeno I;45;5
41268015515;Região Sul;PR;Tapejara;Pequeno I;150;8
41269015244;Região Sul;PR;Tapira;Pequeno I;149;6
41270006411;Região Sul;PR;Teixeira Soares;Pequeno I;49;11
41271032583;Região Sul;PR;Telêmaco Borba;Médio;196;10
41271032683;Região Sul;PR;Telêmaco Borba;Médio;40;5
41272000269;Região Sul;PR;Terra Boa;Pequeno I;608;12
41273000190;Região Sul;PR;Terra Rica;Pequeno I;80;15
41274006567;Região Sul;PR;Terra Roxa;Pequeno I;67;7
41275006313;Região Sul;PR;Tibagi;Pequeno I;327;6
41276000374;Região Sul;PR;Tijucas do Sul;Pequeno I;70;8
41277001486;Região Sul;PR;Toledo;Grande;39;11
41277006492;Região Sul;PR;Toledo;Grande;227;11
41277015376;Região Sul;PR;Toledo;Grande;92;11
41277030263;Região Sul;PR;Toledo;Grande;59;13
41277037923;Região Sul;PR;Toledo;Grande;63;15
41278015398;Região Sul;PR;Tomazina;Pequeno I;55;7
41278531957;Região Sul;PR;Três Barras do Paraná;Pequeno I; ;15
41278835615;Região Sul;PR;Tunas do Paraná;Pequeno I;282;6
41279004407;Região Sul;PR;Tuneiras do Oeste;Pequeno I;259;11
41279504932;Região Sul;PR;Tupãssi;Pequeno I;178;6
41279600945;Região Sul;PR;Turvo;Pequeno I;402;13
41280000957;Região Sul;PR;Ubiratã;Pequeno II;385;11
41281000412;Região Sul;PR;Umuarama;Grande;31;11
41281014851;Região Sul;PR;Umuarama;Grande;58;13
41281037135;Região Sul;PR;Umuarama;Grande;25;12
41282015430;Região Sul;PR;União da Vitória;Médio;263;10
41282020360;Região Sul;PR;União da Vitória;Médio;370;8
41283015083;Região Sul;PR;Uniflor;Pequeno I;200;9
41284000466;Região Sul;PR;Uraí;Pequeno I;207;6
41285000411;Região Sul;PR;Wenceslau Braz;Pequeno I;49;13
41285331801;Região Sul;PR;Ventania;Pequeno I;68;13
41285500963;Região Sul;PR;Vera Cruz do Oeste;Pequeno I;396;7
41286006473;Região Sul;PR;Verê;Pequeno I;495;5
41286200940;Região Sul;PR;Vila Alta;Pequeno I;215;10
41286330817;Região Sul;PR;Doutor Ulysses;Pequeno I;45;4
41286532617;Região Sul;PR;Virmond;Pequeno I;90;11
41287030773;Região Sul;PR;Vitorino;Pequeno I;75;5
41288000747;Região Sul;PR;Xambrê;Pequeno I;12;6
42000532053;Região Sul;SC;Abdon Batista;Pequeno I;53;7
42001004661;Região Sul;SC;Abelardo Luz;Pequeno I; ;18
42002031985;Região Sul;SC;Agrolândia;Pequeno I;5;3
42003035915;Região Sul;SC;Agronômica;Pequeno I;40;3
42004020146;Região Sul;SC;Água Doce;Pequeno I;60;6
42005000710;Região Sul;SC;Águas de Chapecó;Pequeno I;88;4
42005512683;Região Sul;SC;Águas Frias;Pequeno I;46;8
42007015512;Região Sul;SC;Alfredo Wagner;Pequeno I;146;7
42007531599;Região Sul;SC;Alto Bela Vista;Pequeno I;35;4
42008000636;Região Sul;SC;Anchieta;Pequeno I;57;10
42009038012;Região Sul;SC;Angelina;Pequeno I;31;4
42010035097;Região Sul;SC;Anita Garibaldi;Pequeno I;186;5
42012520139;Região Sul;SC;Apiúna;Pequeno I;18;4
42012731875;Região Sul;SC;Arabutã;Pequeno I;50;3
42013002271;Região Sul;SC;Araquari;Pequeno II;303;7
42013035418;Região Sul;SC;Araquari;Pequeno II;36;6
42014020367;Região Sul;SC;Araranguá;Médio;79;10
42015032361;Região Sul;SC;Armazém;Pequeno I;47;6
42016032981;Região Sul;SC;Arroio Trinta;Pequeno I;15;6
42016532469;Região Sul;SC;Arvoredo;Pequeno I;56;3
42017038372;Região Sul;SC;Ascurra;Pequeno I;2;5
42018031705;Região Sul;SC;Atalanta;Pequeno I;73;3
42019031533;Região Sul;SC;Aurora;Pequeno I;234;3
42019520692;Região Sul;SC;Balneário Arroio do Silva;Pequeno I;450;4
42020020604;Região Sul;SC;Balneário Camboriú;Grande;248;7
42020032671;Região Sul;SC;Balneário Camboriú;Grande;262;9
42020035473;Região Sul;SC;Balneário Camboriú;Grande;299;9
42020532897;Região Sul;SC;Balneário Barra do Sul;Pequeno I;131;7
42020706608;Região Sul;SC;Balneário Gaivota;Pequeno I;326;6
42020833373;Região Sul;SC;Bandeirante;Pequeno I;25;3
